Pubmed_id	Year	Title	Key_words	Cite_by
28708126	2017	The Effect of a 12-Week Beta-hydroxy-beta-methylbutyrate (HMB) Supplementation on Highly-Trained Combat Sports Athletes: A Randomised, Double-Blind, Placebo-Controlled Crossover Study.	[]	14
28705993	2017	Effects of β-hydroxy-β-methylbutyrate on skeletal muscle mitochondrial content and dynamics, and lipids after 10 days of bed rest in older adults.	[]	19
28696501	2017	Long-term incidence of hysterectomy following endometrial resection or endometrial ablation for heavy menstrual bleeding.	[]	3
28695686	2017	Imprint cytology of clear cell sarcoma-like tumor of the gastrointestinal tract in the small intestine: A case report.	[]	4
28691938	2017	Genetic Versus Epigenetic BRCA1 Silencing Pathways: Clinical Effects in Primary Ovarian Cancer Patients: A Study of the Tumor Bank Ovarian Cancer Consortium.	[]	4
28683706	2017	Sarcopenia: what should a pharmacist know?	[]	1
28680453	2017	Discrepancies in publications related to HMB-FA and ATP supplementation.	[]	4
28678159	2017	Computational Investigation into the Interactions of Traditional Chinese Medicine Molecules of WenQingYin with GluR2.	[]	1
28658849	2017	Renal Pelvis Leiomyoma- An Infrequent Clinical Case.	[]	0
28658350	2017	Multifocal oral melanoacanthoma associated with Addison's disease and hyperthyroidism: a case report.	[]	3
28651949	2017	γδ T-cell function is inhibited in end-stage renal disease and impacted by latent tuberculosis infection.	[]	6
28643793	2017	Genomic rearrangements in sporadic lymphangioleiomyomatosis: an evolving genetic story.	[]	0
28620396	2017	Identification of a Potential ISR Determinant from 	[]	11
28618723	2017	Evaluation of quality of life and cost-effectiveness of definitive surgery and the levonorgestrel intrauterine system as treatment options for heavy menstrual bleeding.	[]	1
28617846	2017	A metabolite of leucine (β-hydroxy-β-methylbutyrate) given to sows during pregnancy alters bone development of their newborn offspring by hormonal modulation.	[]	14
28609141	2017	Factor 11 single-nucleotide variants in women with heavy menstrual bleeding.	[]	0
28599417	2017	Overexpression of the anti-apoptotic protein BAG3 in human choroidal melanoma: A case report.	[]	0
28589627	2017	Benzothiazolium Single Crystals: A New Class of Nonlinear Optical Crystals with Efficient THz Wave Generation.	[]	2
28586411	2017	Incidence and treatment of heavy menstrual bleeding in general practice.	[]	3
28567326	2017	Renal Myxoma, an Incidental Finding.	[]	3
28562565	2017	Perivascular epithelial cell tumor (PEComa) of the pancreas: A case report and review of literature.	[]	3
28561638	2017	Mitigation of Salmonella on Pet Food Kibbles by Using Liquid and Powdered 3-Hydroxy-3-Methylbutyric Acid.	[]	0
28558460	2017	[Clinic features of laryngeal carcinosarcoma and sarcomatoid carcinoma].	[]	0
28556973	2017	Primary cutaneous perivascular epithelioid cell tumor (PEComa): Five new cases and review of the literature.	[]	6
28556023	2017	Index report of cutaneous angiosarcomas with strong positivity for tyrosinase mimicking melanoma with further evaluation of melanocytic markers in a large angiosarcoma series.	[]	0
28554316	2018	Beta-Hydroxy-Beta-Methyl Butyrate (HMB): From Experimental Data to Clinical Evidence in Sarcopenia.	[]	13
28544573	2017	Spindle cell subtype of pulmonary clear cell tumor with prominent calcification and malignant potential.	[]	2
28539864	2017	Comparative evaluation of diode laser ablation and surgical stripping technique for gingival depigmentation: A clinical and immunohistochemical study.	[]	4
28539168	2017	Effectiveness of nutritional supplementation on sarcopenia and recovery in hip fracture patients. A multi-centre randomized trial.	[]	20
28493406	2017	Beta-hydroxy-beta-methylbutyrate supplementation and skeletal muscle in healthy and muscle-wasting conditions.	[]	57
28484761	2017	Metal-ion induced ferromagnetic polarization in a mixed-spin system.	[]	0
28469514	2017	Primary Melanotic Paraganglioma of Thyroid Gland: Report of a Rare Case With Clinicopathologic and Immunohistochemical Analysis and a Literature Review.	[]	2
30190912	2017	Malignant melanoma of the small bowel presenting with intussusception in a woman: a case report.	[]	1
30074751	2017	A Case of Choroidal Melanoma Resulted in Eyeball Enucleation 2 Years after Carbon Ion Radiotherapy Due to Local Recurrence.	[]	0
28448086	2017	Effects of Running Wheel Activity and Dietary HMB and β-alanine Co-Supplementation on Muscle Quality in Aged Male Rats.	[]	2
28445254	2017	The clinical features, treatment, and prognosis of primary mediastinal malignant melanoma: A case report.	[]	4
28443572	2017	Primary Sinonasal Malignant Melanoma: Effect of Clinical and Histopathologic Prognostic Factors on Survival.	[]	0
28418720	2017	Effectiveness and outcomes of thermablate endometrial ablation system in women with heavy menstrual bleeding.	[]	0
28413654	2017	Hepatic perivascular epithelioid cell neoplasm: A clinical and pathological experience in diagnosis and treatment.	[]	11
28412212	2017	Mucoepidermoid carcinoma with extensive spindled morphology and melanocytic marker expression.	[]	1
28408697	2017	Combined effect of 	[]	7
28405466	2017	Potentially effective therapy of heavy menstrual bleeding with an oestradiol-nomegestrol acetate oral contraceptive: a pilot study.	[]	3
28405155	2017	Multiple clear-cell sarcomas of small intestine with parotid gland metastasis: A case report.	[]	0
28372349	2017	Perivascular Epithelioid Cell Tumor in the Stomach.	[]	3
28368924	2017	SMARCB1/INI1 Loss in Epithelioid Schwannoma: A Clinicopathologic and Immunohistochemical Study of 65 Cases.	[]	10
28367723	2017	Gene expression analysis of hypersensitivity to mosquito bite, chronic active EBV infection and NK/T-lymphoma/leukemia.	[]	2
28365395	2017	Clinicopathological and immunohistochemical analysis of oral melanocytic nevi and review of the literature.	[]	0
28324043	2017	Reduced Transforming Growth Factor-β Activity in the Endometrium of Women With Heavy Menstrual Bleeding.	[]	2
28323919	2017	Steroids Regulate CXCL4 in the Human Endometrium During Menstruation to Enable Efficient Endometrial Repair.	[]	0
28322032	2017	Fine-needle aspiration of metastatic melanoma presenting as bilateral breast cysts.	[]	0
28320420	2017	Malignant gastrointestinal neuroectodermal tumor: a case report and review of the literature.	[]	7
28317461	2018	Hydroxy methoxy benzaldehyde from Sesbania grandilfora inhibits the advanced glycation end products (AGEs)-mediated fibrillation in hemoglobin.	[]	0
28315422	2017	SFPQ/PSF-TFE3 renal cell carcinoma: a clinicopathologic study emphasizing extended morphology and reviewing the differences between SFPQ-TFE3 RCC and the corresponding mesenchymal neoplasm despite an identical gene fusion.	[]	3
28301440	2017	Changes in body composition and performance with supplemental HMB-FA+ATP.	[]	5
28262240	2017	Heavy menstrual bleeding: An update on management.	[]	8
28258518	2017	Adrenocortical Carcinoma Arising in an Adrenal Rest: a Case Report and Review of the Literature.	[]	5
28255482	2017	Sinonasal Melanoma: A Case Report and Literature Review.	[]	6
28244793	2017	Ergogenic aids in sport	[]	3
28238590	2017	The current status of hormonal therapies for heavy menstrual bleeding.	[]	4
28237692	2017	Randomization Test: An Alternative Analysis for the Difference of Two Means.	[]	4
28217853	2017	Use of cytological samples of metastatic melanoma for ancillary studies.	[]	1
28208226	2017	A rare case of TFE-related pigmented renal tumor with overlapping features between melanotic Xp11 translocation renal cancer and Xp11 renal cell carcinoma with melanotic features.	[]	3
28161440	2017	Immunohistochemical profiling including beta-catenin in conjunctival melanocytic lesions.	[]	1
28108214	2017	Heavy Menstrual Bleeding in Adolescents.	[]	6
28099683	2017	Angiogenesis mediators in women with idiopathic heavy menstrual bleeding.	[]	2
28097678	2017	Aberrant tyrosinase expression in an atypical fibroxanthoma: A case report.	[]	1
28086809	2017	Primary mediastinal clear cell sarcoma: a case report and review of the literature.	[]	2
28083734	2018	Effects of beta-hydroxy-beta-methylbutyrate (HMB) on the expression of ubiquitin ligases, protein synthesis pathways and contractile function in extensor digitorum longus (EDL) of fed and fasting rats.	[]	2
28074522	2017	Protective effects of tacalcitol against oxidative damage in human epidermal melanocytes.	[]	3
28074127	2017	Transfer of 	[]	3
28066614	2016	The role of bronchoscopy in the diagnosis of early lung cancer: a review.	[]	14
28065891	2017	Genetic and biochemical characterization of HMB-1, a novel subclass B1 metallo-β-lactamase found in a Pseudomonas aeruginosa clinical isolate.	[]	10
28044299	2017	Mucosal Malignant Melanoma of Nasal Cavity Recurring a Year After Radiotherapy.	[]	0
29696944	2017	Endometrial cancer and hyperplasia rate in women before menopause with abnormal uterine bleeding undergoing endometrial sampling.	[]	4
29556652	2017	A histopathological diagnosis of mesenteric cystic lymphangioma, clinically misdiagnosed as simple mesenteric cyst - case report.	[]	6
28038406	2017	Beta-hydroxy-beta-methylbutyrate (HMB) ameliorates age-related deficits in water maze performance, especially in male rats.	[]	4
28029503	2017	Iron deficiency and iron deficiency anaemia in women.	[]	19
28012272	2017	Is the Pictorial Blood Loss Assessment Chart (PBAC) score associated with treatment outcome after endometrial ablation for heavy menstrual bleeding? A cohort study.	[]	5
28002331	2016	Hepatic perivascular epithelioid cell tumor: Case report and brief literature review.	[]	3
27995312	2017	Prognostic impact of tumour burden measured by quantitative real-time PCR from sentinel lymph nodes of melanoma patients: data from 10-year follow-up.	[]	0
27934654	2016	Efficacy and Safety of Leucine Supplementation in the Elderly.	[]	17
27934496	2016	Chemical Synthesis of HMGA1a Proteins with Post-translational Modifications via Ser/Thr Ligation.	[]	2
27934319	2016	Synthesis, Structure, and Anticancer Activity of Arene-Ruthenium(II) Complexes with Acylpyrazolones Bearing Aliphatic Groups in the Acyl Moiety.	[]	4
27920423	2016	De Novo Renal Neoplasia After Kidney Transplantation According to New 2016 WHO Classification of Renal Tumors.	[]	2
27919857	2016	Hepatic perivascular epithelioid cell tumor in three patients.	[]	3
27913486	2016	Heavy menstrual bleeding: work-up and management.	[]	4
27897391	2017	A systematic review on the role of vitamins, minerals, proteins, and other supplements for the treatment of cachexia in cancer: a European Palliative Care Research Centre cachexia project.	[]	26
27887984	2017	Impact of β-hydroxy β-methylbutyrate (HMB) on age-related functional deficits in mice.	[]	6
27884916	2016	Usual medical treatments or levonorgestrel-IUS for women with heavy menstrual bleeding: long-term randomised pragmatic trial in primary care.	[]	4
27882562	2017	The development and validation of a high-throughput LC-MS/MS method for the analysis of endogenous β-hydroxy-β-methylbutyrate in human plasma.	[]	0
27878449	2017	Pseudomyogenic Hemangioendothelioma: A Vascular Tumor Previously Undescribed in the Oral Cavity.	[]	5
27865826	2016	Heavy menstrual bleeding in women treated with rivaroxaban and vitamin K antagonists and the risk of recurrent venous thromboembolism.	[]	12
27858882	2016	Pigmented perivascular epithelioid cell tumor (PEComa) arising from kidney: A case report.	[]	1
27856194	2017	Determination of β-hydroxy-β-methylbutyrate concentration and enrichment in human plasma using chemical ionization gas chromatography tandem mass spectrometry.	[]	4
27841415	2016	High-performance printable hybrid perovskite solar cells with an easily accessible n-doped fullerene as a cathode interfacial layer.	[]	0
27829537	2017	Menstrual questionnaires for clinical and research use.	[]	1
27823095	2016	Heavy menstrual bleeding.	[]	0
27820726	2018	β-Hydroxy β-Methylbutyrate (HMB) Supplementation Effects on Body Mass and Performance in Elite Male Rugby Union Players.	[]	1
27803539	2016	Endometrial Ossification: An Unusual Cause of Heavy Menstrual Bleeding (HMB).	[]	0
29786174	2016	Effect of β-hydroxy-β-methylbutyrate acid on meat performance traits and selected indicators of humoral immunity in goats.	[]	2
27789349	2017	Iron Deficiency Anemia in Adolescents Who Present with Heavy Menstrual Bleeding.	[]	7
27566460	2016	Exophytic Tumor Growth After Incomplete Removal of Polypoid Malignant Melanoma of the Maxillary Gingiva: A Case Report and Review of the Literature.	[]	0
27780266	2016	The Effect of Gender in the Publication Patterns in Mathematics.	[]	5
27603550	2016	Primary malignant melanoma of the urinary bladder: clinical, morphological, and molecular analysis of five cases.	[]	5
27687011	2016	Superficial malignant peripheral nerve sheath tumor with overlying intradermal melanocytic nevus mimicking spindle cell melanoma.	[]	4
27770546	2017	Skeletal muscle patch engineering on synthetic and acellular human skeletal muscle originated scaffolds.	[]	2
27687851	2017	A Randomized Controlled Multicenter US Food and Drug Administration Trial of the Safety and Efficacy of the Minerva Endometrial Ablation System: One-Year Follow-Up Results.	[]	2
27766759	2017	Premenopausal abnormal uterine bleeding and risk of endometrial cancer.	[]	26
27691998	2016	Characterisation of equine satellite cell transcriptomic profile response to β-hydroxy-β-methylbutyrate (HMB).	[]	5
27761393	2016	Mandibular metastasis of cutaneous melanoma.	[]	0
27759690	2017	Loss of Conventional Melanocytic Markers in Malignant Melanoma and Lymph Node Metastasis; an Uncommon but Dangerous Pitfall.	[]	2
27751907	2017	Assessment of an Electronic Intervention in Young Women with Heavy Menstrual Bleeding.	[]	0
27726925	2017	The effect of HMB ingestion on the IGF-I and IGF binding protein response to high intensity military training.	[]	0
27696346	2016	The effectiveness of the levonorgestrel intrauterine system in obese women with heavy menstrual bleeding.	[]	0
27689526	2016	Perivascular epithelioid cell tumor of the uterus: Report of two cases and mini-review of the literature.	[]	2
27668208	2016	Primary malignant melanoma of cervix and vagina.	[]	3
27655122	2017	Osteogenic Melanoma With Desmin Expression.	[]	4
27648945	2016	Downregulation of miR-150 Expression by DNA Hypermethylation Is Associated with High 2-Hydroxy-(4-methylthio)butanoic Acid-Induced Hepatic Cholesterol Accumulation in Nursery Piglets.	[]	3
27648073	2016	Knowledge of Latin American Obstetricians and Gynecologists regarding Heavy Menstrual Bleeding.	[]	0
27645472	2017	Melanosomal melanin pigment in pleomorphic xanthoastrocytoma, evidence for neuronal-glial origin: A case report with review of the literature.	[]	1
27628738	2017	Perivascular Epithelioid Cell Tumor (PEComa) of Pancreas Diagnosed Preoperatively by Endoscopic Ultrasound-Guided Fine-Needle Aspiration: A Case Report and Review of Literature.	[]	3
27623183	2016	Effect of perceptions of menstrual blood loss and menstrual pain on women's quality of life.	[]	5
27609722	2016	Melanoma with gastric metastases.	[]	7
27602212	2016	Expression of microphthalmia transcription factor, S100 protein, and HMB-45 in malignant melanoma and pigmented nevi.	[]	2
27600148	2016	Acute β-Hydroxy-β-Methyl Butyrate Suppresses Regulators of Mitochondrial Biogenesis and Lipid Oxidation While Increasing Lipid Content in Myotubes.	[]	2
27594302	2017	Diagnostic utility of epithelial and melanocitic markers with double sequential immunohistochemical staining in differentiating melanoma in situ from invasive melanoma.	[]	2
27575538	2016	Randomized controlled trial of thermal balloon ablation versus vaginal hysterectomy for leiomyoma-induced heavy menstrual bleeding.	[]	2
27541173	2016	Altered Morphology and Immunohistochemical Characteristics in Metastatic Malignant Melanoma After Therapy With Vemurafenib.	[]	0
27524363	2016	The association between subjective assessment of menstrual bleeding and measures of iron deficiency anemia in premenopausal African-American women: a cross-sectional study.	[]	9
27515936	2016	Heterogeneity of Metastatic Melanoma:  Correlation of MITF With Its Transcriptional Targets MLSN1, PEDF, HMB-45, and MART-1.	[]	3
27506446	2017	Effects of addition of Aspergillus oryzae culture and 2-hydroxyl-4-(methylthio) butanoic acid on milk performance and rumen fermentation of dairy cows.	[]	3
27474977	2016	The effect of increasing concentrations of dl-methionine and 2-hydroxy-4-(methylthio) butanoic acid on hepatic genes controlling methionine regeneration and gluconeogenesis.	[]	5
27456692	2016	The reporting and diagnosis of uterine fibroids in the UK: an observational study.	[]	3
27445489	2016	ALK-positive anaplastic large cell lymphoma with soft tissue involvement in a young woman.	[]	0
27428222	2016	Unusual focal keratin expression in plexiform angiomyxoid myofibroblastic tumor: A case report and review of the literature.	[]	10
27428182	2016	A systematic review: perivascular epithelioid cell tumor of gastrointestinal tract.	[]	12
27424606	2016	Differentiating intratumoral melanocytes from Langerhans cells in nonmelanocytic pigmented skin tumors in vivo by label-free third-harmonic generation microscopy.	[]	3
27397554	2016	Herbal Medicines in Idiopathic Heavy Menstrual Bleeding: A Systematic Review.	[]	0
27366278	2016	Non psammomatous melanocytic schwannoma presenting as a subcutaneous nodule: A rare presentation of a rare lesion.	[]	5
27324808	2016	Skeletal Muscle Regulates Metabolism via Interorgan Crosstalk: Roles in Health and Disease.	[]	101
27317772	2016		[]	18
27313934	2016	Cellular Blue Nevus Diagnosed following Excision of Melanoma: A Challenge in Diagnosis.	[]	2
27311629	2016	Biosynthesis of Trehangelin in Polymorphospora rubra K07-0510: Identification of Metabolic Pathway to Angelyl-CoA.	[]	4
27307283	2016	Perivascular epithelial cell tumor (PEComa) of the pancreas: a case report and review of previous literatures.	[]	3
27302563	2017	Efficacy of beta-hydroxy-beta-methylbutyrate supplementation in maintenance hemodialysis patients.	[]	8
27300492	2016	Prenatally administered HMB modifies the enamel surface roughness in spiny mice offspring: An atomic force microscopy study.	[]	5
27289491	2016	Evidence Supporting a Lymphatic Endothelium Origin for Angiomyolipoma, a TSC2(-) Tumor Related to Lymphangioleiomyomatosis.	[]	12
27285306	2016	Efficacy of combined hormonal vaginal ring in comparison to combined hormonal pills in heavy menstrual bleeding.	[]	5
27274715	2016	The effects of phosphatidic acid supplementation on strength, body composition, muscular endurance, power, agility, and vertical jump in resistance trained men.	[]	8
27267830	2016	Antibacterial activities of the methanol extracts, fractions and compounds from Harungana madagascariensis Lam. ex Poir. (Hypericaceae).	[]	8
27265181	2017	Anabolic effects of leucine-rich whey protein, carbohydrate, and soy protein with and without β-hydroxy-β-methylbutyrate (HMB) during fasting-induced catabolism: A human randomized crossover trial.	[]	11
27240106	2016	Choice of primary outcomes evaluating treatment for heavy menstrual bleeding.	[]	2
27239451	2016	Lipomatous Change in Uveal Melanoma: Histopathological, Immunohistochemical and Cytogenetic Analysis.	[]	4
27239182	2016	Balloon Cell Malignant Melanoma in a Young Female: A Case Report and Review of the Literature.	[]	2
27239117	2016	Primary hepatic epithelioid angiomyolipoma: A malignant potential tumor which should be recognized.	[]	14
27232352	2016	Angiomyolipoma With Epithelial Cysts.	[]	3
27208978	2016	Challenges of diagnosing and managing the adolescent with heavy menstrual bleeding.	[]	7
27195264	2016	Oral Malignant Melanoma Initially Misdiagnosed as a Racial Pigmentation: A Case Report.	[]	2
27195257	2016	Cellular Neurothekeoma of the Scalp in the Elderly.	[]	1
27189201	2017	Differential Gene Expression in Menstrual Endometrium From Women With Self-Reported Heavy Menstrual Bleeding.	[]	4
27188901	2016	β-Hydroxy-β-methylbutyrate attenuates cytokine response during sustained military training.	[]	7
27177994	2016	Clinical categories of exaggerated skin reactions to mosquito bites and their pathophysiology.	[]	7
27168829	2016	Heavy menstrual bleeding and health-associated quality of life in women with von Willebrand's disease.	[]	9
27150246	2016	Perivascular Epithelioid Cell Tumor of the Uterus with Ovarian Involvement: A Case Report and Review of the Literature.	[]	6
27149137	2016	Meyerson Phenomenon as a Component of Melanoma in situ.	[]	1
27143558	2016	Enteral β-hydroxy-β-methylbutyrate supplementation increases protein synthesis in skeletal muscle of neonatal pigs.	[]	13
27138351	2016	Selective progesterone receptor modulators (SPRMs): progesterone receptor action, mode of action on the endometrium and treatment options in gynecological therapies.	[]	17
27130232	2016	The Effect of Levonorgestrel on Fibrinolytic Factors in Human Endometrial Endothelial Cells.	[]	3
27124303	2016	Genetic Analysis of 'PAX6-Negative' Individuals with Aniridia or Gillespie Syndrome.	[]	17
27112339	2016	Primary pulmonary clear cell sarcoma-the first two reported cases.	[]	6
27108228	2017	Levonorgestrel-Releasing Intrauterine Device Use in Female Adolescents with Heavy Menstrual Bleeding and Bleeding Disorders: Single Institution Review.	[]	5
27108182	2016	The relationship of endogenous plasma concentrations of β-Hydroxy β-Methyl Butyrate (HMB) to age and total appendicular lean mass in humans.	[]	7
27106402	2016	Muscle wasting and aging: Experimental models, fatty infiltrations, and prevention.	[]	34
27102373	2016	Hmb(off/on) as a switchable thiol protecting group for native chemical ligation.	[]	1
27087056	2016	Standard melanoma-associated markers do not identify the MM127 metastatic melanoma cell line.	[]	6
27086749	2016	A backbone amide protecting group for overcoming difficult sequences and suppressing aspartimide formation.	[]	5
27073170	2016	Age associated decline in the conversion of leucine to β-Hydroxy-β-Methylbutyrate in rats.	[]	5
27065075	2016	Conversion of leucine to β-hydroxy-β-methylbutyrate by α-keto isocaproate dioxygenase is required for a potent stimulation of protein synthesis in L6 rat myotubes.	[]	24
27056438	2016	Primary anorectal malignant melanoma: an uncommon anorectal pathology.	[]	1
27053862	2016	Pancreatic perivascular epithelioid cell tumor: A case report with clinicopathological features and a literature review.	[]	3
27043337	2016	Spitz Nevus Intermingling With a Hemangioma.	[]	0
27042595	2016	A Rare and Extensive Case of Oral Malignant Melanoma involving Mandibular Gingiva.	[]	3
27039668	2016	Epstein-Barr virus reactivation is induced, but abortive, in cutaneous lesions of systemic hydroa vacciniforme and hypersensitivity to mosquito bites.	[]	3
27020052	2016	Hashimoto's thyroiditis could be secondary to vitiligo: the possibility of antigen crossover and oxidative stress between the two diseases.	[]	4
27018091	2016	Pregnancy outcomes in prenatally diagnosed 47, XXX and 47, XYY syndromes: a 30-year French, retrospective, multicentre study.	[]	2
26974004	2016	Photocatalytic Oxygenation of Substrates by Dioxygen with Protonated Manganese(III) Corrolazine.	[]	3
26973106	2016	Beta-hydroxy-beta-methylbutyrate ameliorates aging effects in the dendritic tree of pyramidal neurons in the medial prefrontal cortex of both male and female rats.	[]	7
26971673	2016	Validation of putative reference genes for gene expression studies in heat stressed and α-MSH treated melanocyte cells of Bos indicus using real-time quantitative PCR.	[]	5
26953693	2016	Cellular and Physiological Effects of Dietary Supplementation with β-Hydroxy-β-Methylbutyrate (HMB) and β-Alanine in Late Middle-Aged Mice.	[]	10
26950475	2016	Comparison of Therapeutic Efficacies of Norethisterone, Tranexamic Acid and Levonorgestrel-Releasing Intrauterine System for the Treatment of Heavy Menstrual Bleeding: A Randomized Controlled Study.	[]	6
26947349	2016	Advanced Interfere Treatment of Diabetic Cardiomyopathy Rats by aFGF-Loaded Heparin-Modified Microbubbles and UTMD Technique.	[]	12
26943379	2015	Hepatic angiomyolipoma: differential diagnosis from other liver tumors in a special reference to vascular imaging - importance of early drainage vein.	[]	3
26937744	2016	Differentiation between Melanin-Laden Macrophages and Melanoma Cells in Vitreous Aspirates.	[]	0
26933398	2016	Effects of combined β-hydroxy-β-methylbutyrate (HMB) and whey protein ingestion on symptoms of eccentric exercise-induced muscle damage.	[]	4
26928420	2016	Endometrial ablation: first- vs. second-generation techniques.	[]	0
26928414	2016	Hysteroscopic myomectomy: techniques and preoperative assessment.	[]	5
28465749	2016	Expression of Bcl-2, Melan A and HMB-45 in Dysplastic Nevi.	[]	1
26917333	2016	Dietary supplementation with β-hydroxy-β-methylbutyrate calcium during the early postnatal period accelerates skeletal muscle fibre growth and maturity in intra-uterine growth-retarded and normal-birth-weight piglets.	[]	12
26901873	2016	The Prevalence and Impact of Heavy Menstrual Bleeding (Menorrhagia) in Elite and Non-Elite Athletes.	[]	22
26896292	2017	Effects of β-hydroxy-β-methyl butyrate on working memory and cognitive flexibility in an animal model of aging.	[]	7
26895636	2016	Could body mass index be an indicator for endometrial biopsy in premenopausal women with heavy menstrual bleeding?	[]	4
26892802	2016	The Box Plots Alternative for Visualizing Quantitative Data.	[]	9
26890846	2016	Gastrointestinal clear cell sarcoma-like tumour of the ascending colon.	[]	1
26881640	2015	HMB-45 negative multifocal malignant perivascular epithelioid cell tumor of the soft tissue responding to sirolimus: First case report from India.	[]	1
26881591	2015	Unusual presentation of melanoma of unknown primary origin: A case report and review of literature.	[]	6
26880947	2016	MicroRNAs-Proteomic Networks Characterizing Human Medulloblastoma-SLCs.	[]	5
26876967	2016	Heavy Menstrual Bleeding as a Common Presenting Symptom of Rare Platelet Disorders: Illustrative Case Examples.	[]	7
26871756	2016	The ergogenic supplement β-hydroxy-β-methylbutyrate (HMB) attenuates insulin resistance through suppressing GLUT-2 in rat liver.	[]	6
26868017	2016	Distinct genomic and epigenomic features demarcate hypomethylated blocks in colon cancer.	[]	0
26852361	2016	Malignant melanoma arising in melanin-producing medullary thyroid carcinoma.	[]	5
26849784	2016	The Effect of β-Hydroxy-β-Methylbutyrate on Aerobic Capacity and Body Composition in Trained Athletes.	[]	11
26840169	2016	Choroidal melanoma recurrence after episcleral brachytherapy and transpupillary thermotherapy.	[]	0
26825156	2016	Immunohistochemistry in Dermatopathology: A Retrospective Study of the Most Frequently Used Antibodies.	[]	1
26822547	2016	Developing a multidisciplinary Young Women's Blood Disorders Program: a single-centre approach with guidance for other centres.	[]	6
26816907	2015	Malignant Melanoma of Nasal Cavity- A Case Report.	[]	0
26805329	2015	[A Case of Anorectal Amelanotic Malignant Melanoma].	[]	1
26797412	2016	Readmission and mortality in malnourished, older, hospitalized adults treated with a specialized oral nutritional supplement: A randomized clinical trial.	[]	71
26788204	2015	A rare case of amelanotic malignant melanoma in the oral region: Clinical investigation and immunohistochemical study.	[]	2
26775793	2016	Enhanced expression of melanoma progression markers in mouse model of sleep apnea.	[]	6
26756068	2016	Uterine artery embolization for heavy menstrual bleeding.	[]	2
26754205	2016	HMB-45 negative angiomyolipoma of the orbit: a case report and review of the literature.	[]	4
26744676	2015	Benign metastasizing leiomyomatosis (BML): A rare cause of cavitary and cystic pulmonary nodules.	[]	4
26743302	2015	Laryngeal primary malignant melanoma: a case report.	[]	0
26722497	2015	Expression of CD44 and CD29 by PEComa cells suggests their possible origin of mesenchymal stem cells.	[]	1
26715170	2016	Practical issues in uterine pathology from banal to bewildering: the remarkable spectrum of smooth muscle neoplasia.	[]	9
26698926	2016	Effects of Dietary Supplementation of β-hydroxy-β-methylbutyrate on Sow Performance and mRNA Expression of Myogenic Markers in Skeletal Muscle of Neonatal Piglets.	[]	5
26698563	2015	Hepatic falciform ligament clear cell myomelanocytic tumor: A case report and a comprehensive review of the literature on perivascular epithelioid cell tumors.	[]	2
26696502	2016	Ambulatory management of heavy menstrual bleeding.	[]	0
26696006	2016	Diagnosis of heavy menstrual bleeding.	[]	4
26695831	2016	Pathophysiology of heavy menstrual bleeding.	[]	18
26679392	2015	Improving care and treatment options for women and girls with bleeding disorders.	[]	6
26677279	2015	Acral, Superficial Spreading Melanoma Arising on Melanocytic Nevus in a Pregnant Woman: A Case Report with Review.	[]	0
26661921	2016	Desmoplastic melanoma: an updated immunohistochemical analysis of 40 cases with a proposal for an additional panel of stains for diagnosis.	[]	6
26655701	2016	Digit-Sparing Mohs Surgery for Melanoma.	[]	0
26640534	2015	Levonorgestrel intrauterine system versus thermal balloon ablation for the treatment of heavy menstrual bleeding: A meta-analysis of randomized controlled trials.	[]	1
26634881	2016	Gynaecological and obstetrical bleeding in women with factor XI deficiency - a systematic review.	[]	4
26628037	2015	Local anesthetic thoracoscopy for the diagnosis of metastatic pleural melanoma originated from oral malignant melanoma: case report and comments.	[]	2
26617923	2015	Renal angiomyolipoma with epithelial cysts: a rare entity and review of literature.	[]	3
26594166	2015	Primary Amelanotic Rhabdoid Melanoma: A Case Report with Review of the Literature.	[]	1
26579948	2015	Dietary HMB and β-alanine co-supplementation does not improve in situ muscle function in sedentary, aged male rats.	[]	5
26578456	2016	Pigmented Pheochromocytoma: an Unusual Variant of a Common Tumor.	[]	0
26573541	2016	β-Hydroxy-β-methylbutyrate, mitochondrial biogenesis, and skeletal muscle health.	[]	17
26556007	2016	Conjunctival Primary Acquired Melanosis: Is It Time for a New Terminology?	[]	5
26535832	2015	Extramedullary plasmacytoma associated with an ectopic tooth in the nasal cavity.	[]	3
26529601	2015	Effect of Oral Beta-Hydroxy-Beta-Methylbutyrate (HMB) Supplementation on Physical Performance in Healthy Old Women Over 65 Years: An Open Label Randomized Controlled Trial.	[]	16
26523209	2015	Way forward: Geriatric frailty assessment as risk predictor in gastric cancer surgery.	[]	2
26522923	2016	Oral supplement enriched in HMB combined with pulmonary rehabilitation improves body composition and health related quality of life in patients with bronchiectasis (Prospective, Randomised Study).	[]	12
26522096	2015	Medical treatment for heavy menstrual bleeding.	[]	3
26507206	2015	A randomised controlled trial of the clinical effectiveness and cost-effectiveness of the levonorgestrel-releasing intrauterine system in primary care against standard treatment for menorrhagia: the ECLIPSE trial.	[]	9
26503993	2015	Atypical Fibroxanthoma - Histological Diagnosis, Immunohistochemical Markers and Concepts of Therapy.	[]	10
26500916	2015	Cytologic Interpretation of Melanotic Neuroectodermal Tumour of Infancy Involving Cranial Bones: Clue to Diagnosis.	[]	0
26498574	2016	Spitz nevus arising in the eyelid of a teenager.	[]	1
