category	mir	disease	pmid	description
target gene	hsa-mir-20a	Gastrointestinal Stromal Tumor	23969726	MiR-17-92 and miR-221/222 cluster members target KIT and ETV1 in human gastrointestinal stromal tumours.
target gene	hsa-mir-221	Gastrointestinal Stromal Tumor	23969726	MiR-17-92 and miR-221/222 cluster members target KIT and ETV1 in human gastrointestinal stromal tumours.
target gene	hsa-mir-222	Gastrointestinal Stromal Tumor	23969726	MiR-17-92 and miR-221/222 cluster members target KIT and ETV1 in human gastrointestinal stromal tumours.
target gene	hsa-mir-92-1	Gastrointestinal Stromal Tumor	23969726	MiR-17-92 and miR-221/222 cluster members target KIT and ETV1 in human gastrointestinal stromal tumours.
target gene	hsa-mir-223	Glioblastoma	23970099	microRNA-223 promotes the growth and invasion of glioblastoma cells by targeting tumor suppressor PAX6.
target gene	hsa-mir-155	Glioma	23970205	microRNA-155 regulates cell proliferation and invasion by targeting FOXO3a in glioma.
target gene	hsa-mir-708	"Leukemia, Lymphoblastic, Acute"	23970374	"The expression level of miR-708 reflects differences among the clinical types of common-ALL, and CNTFR, NNAT, and GNG12 were identified as targets of miR-708."
target gene	hsa-mir-143	Pancreatic Neoplasms	23973710	miR-143 decreases COX-2 mRNA stability and expression in pancreatic cancer cells.
target gene	hsa-mir-212	"Carcinoma, Lung, Non-Small-Cell"	23974008	Synaptic acetylcholinesterase targeted by microRNA-212 functions as a tumor suppressor in non-small cell lung cancer.
target gene	hsa-mir-148a	Pancreatic Neoplasms	23975374	MiR-148a regulates the growth and apoptosis in pancreatic cancer by targeting CCKBR and Bcl-2.
target gene	hsa-mir-200b	Breast Neoplasms	23975428	"miR-200b directly inhibits expression of lysyl oxidase (LOX), leading to decreased invasion."
target gene	hsa-mir-335	Osteosarcoma	23975506	miR-335 suppresses migration and invasion by targeting ROCK1 in osteosarcoma cells
target gene	hsa-mir-363	"Carcinoma, Gastric"	23975832	These results suggest that miR-363 plays an important role in the increment of gastric carcinogenesis via targeting MBP-1.
target gene	hsa-let-7c	"Carcinoma, Lung, Non-Small-Cell"	23981581	"Our results suggest that let-7c,by degrading ITGB3 and MAP4K3, prevents NSCLC metastasis."
target gene	hsa-mir-146a	Gastric Neoplasms	23982143	Regulation of UHRF1 by miR-146a/b modulates gastric cancer invasion and metastasis
target gene	hsa-mir-146b	Gastric Neoplasms	23982143	Regulation of UHRF1 by miR-146a/b modulates gastric cancer invasion and metastasis
target gene	hsa-mir-31	Prostate Neoplasms	23984644	"Overexpression of hsa-mir-31 can be a significant marker to distinguish cancer tissues from benign tissues. The targets such as ITGA5 and RDX regulated by hsa-mir-31 are candidate genes of prostate cancer, which provide new treatment strategies for its gene therapy."
target gene	hsa-mir-9	"Adenocarcinoma, Lung"	23985560	microRNA-9 targets the long non-coding RNA MALAT1 for degradation in the nucleus.
target gene	hsa-mir-30c	"Carcinoma, Lung, Non-Small-Cell"	23988701	Down-regulation of miR-30c promotes the invasion of non-small cell lung cancer by targeting MTA1.
target gene	hsa-mir-146a	Alzheimer Disease	23990414	"The pathway hsa-miR-146a¡úSTAT1¡úMYC, which is the source of all nine significantly active pathways, may play an important role in AD progression, which should be further validated by biological experiments"
target gene	hsa-mir-16	Ovarian Neoplasms	23990444	"Two regulatory networks for miRNA target genes and TF target genes were established and then both were combined, in which E2F transcription factor 1, cyclin-dependent kinase inhibitor 1A, cyclin E1, and miR-16 were the hub genes. These genes may be potential biomarkers for ovarian cancer."
target gene	hsa-mir-21	"Adenocarcinoma, Pancreatic Ductal"	23991015	miR-21 expression in PDAC TAFs is associated with decreased overall survival and promotes TC invasion. Anti-miR-21 may represent a novel therapeutic strategy for dual targeting of both tumor and stroma in PDAC.
target gene	hsa-mir-218	"Carcinoma, Hepatocellular"	23996750	"The low-expression of miR-218 is correlated with malignant clinicopathological characteristics of HCC, and miR-218 may inhibit cell proliferation and promote cell apoptosis by down-regulating Bmi-1 and CDK6 in HCC."
target gene	hsa-mir-19a	Thyroid Neoplasms	23998804	"High iodine abrogates BRAF(V600E)-induced activation of miR-19, a newly identified Smad4 regulator, through Notch pathway inhibition and restores responsiveness to TGF¦Â signaling."
target gene	hsa-mir-21	Immune System Disease [unspecific]	23998932	miRNA-21 inhibition enhances RANTES and IP-10 release in MCF-7 via PIAS3 and STAT3 signalling and causes increased lymphocyte migration.
target gene	hsa-mir-429	"Carcinoma, Esophageal"	23999873	"In primary EC tissues miR-429 is expressed at low levels. Up-regulation of miR-429 inhibits invasion and promotes apoptosis in EC cells by targeting Bcl-2 and SP1. Our findings suggest that Bcl-2 and SP1 may serve as major targets of miR-429. This study paves the way for a better understanding of the mechanism underlying EC pathogenesis and the development of novel, targeted therapies."
target gene	hsa-mir-21	Oral Neoplasms	23999978	MicroRNA-21 promotes oral cancer invasion via the Wnt/¦Â-catenin pathway by targeting DKK2.
target gene	hsa-mir-31	Neoplasms [unspecific]	23999990	The diverse role of miR-31 in regulating cancer associated phenotypes.
target gene	hsa-mir-23b	Glioma	24002170	TFAM is directly regulated by miR-23b in glioma.
target gene	hsa-mir-106b	"Carcinoma, Endometrial"	24002805	MicroRNA-106b modulates epithelial-mesenchymal transition by targeting TWIST1 in invasive endometrial cancer cell lines.
target gene	hsa-mir-7	Lung Neoplasms	24004462	"Moreover, overexpression of HuR could reduce the expression of miR-7 in lung cancer cells."
target gene	hsa-mir-127	Bladder Neoplasms	24004856	These findings provide new insights into the role of miRNAs in the pathway of cancer and give us a hypothesis that miR-127 might play a similar rolein regulation and control of PIK3R1.
target gene	hsa-mir-200a	"Carcinoma, Hepatocellular"	24009066	microRNA-200a is an independent prognostic factor of hepatocellular carcinoma and induces cell cycle arrest by targeting CDK6.
target gene	hsa-mir-190a	Breast Neoplasms	24009311	"A novel estrogen receptor-microRNA 190a-PAR-1-pathway regulates breast cancer progression, a finding initially suggested by genome-wide analysis of loci associated with lymph-node metastasis."
target gene	hsa-mir-199a	Heart Failure	24011070	"our data suggest a mechanism whereby miR-199a?214 actively represses cardiac PPAR¦Ä expression, facilitating a metabolic shift from predominant reliance on fatty acid utilization in the healthy myocardium toward increased reliance on glucose metabolism at the onset of heart failure."
target gene	hsa-mir-21	Glioblastoma	24012640	Blockage of a miR-21/EGFR regulatory feedback loop augments anti-EGFR therapy in glioblastomas.
target gene	hsa-mir-192	Breast Neoplasms	24012720	BMP-6 inhibits cell proliferation by targeting microRNA-192 in breast cancer.
target gene	hsa-mir-141	Pancreatic Neoplasms	24013097	"miR-141 targets MAP4K4, acts as a tumor suppressor in pancreatic cancer cells, and may serve as a novel therapeutic agent for miRNA-based pancreatic cancer therapy."
target gene	hsa-mir-106a	Astrocytoma	24013584	miR-106a-5p functions as a tumor suppressor during the development of astrocytomas by targeting FASTK.
target gene	hsa-mir-132	Alzheimer Disease	24014289	miR-132-3p may contribute to disease progression through aberrant regulation of mRNA targets in the Tau network. The transcription factor (TF) FOXO1a appears to be a key target of miR-132-3p in this pathway.
target gene	hsa-mir-663	Vascular Disease [unspecific]	24014830	targeting miR-663 or its specific downstream targets in human VSMCs may represent an attractive approach for the treatment of proliferative vascular diseases.
target gene	hsa-mir-135a	Ovarian Neoplasms	24016480	miR-135a may play an important role in cell proliferation and apoptosis of ovarian cancer cells by regulating HOXA10 and its downstream pathways.
target gene	hsa-mir-15a	"Carcinoma, Nasopharyngeal"	24016566	"inhibit the proliferation of CNE-2Z cells, promote apoptosis and enhance the sensitivity of the cells to radiotherapy probably by inhibiting bcl-2 expression, activating Caspase-2 and Caspase-3."
target gene	hsa-mir-16-1	"Carcinoma, Nasopharyngeal"	24016566	"inhibit the proliferation of CNE-2Z cells, promote apoptosis and enhance the sensitivity of the cells to radiotherapy probably by inhibiting bcl-2 expression, activating Caspase-2 and Caspase-3."
target gene	hsa-mir-27a	"Carcinoma, Hepatocellular"	24018051	miR-27a could function as a novel regulator to reverse MDR in hepatocellular carcinoma cells by inhibiting the FZD7/¦Â-catenin pathway.
target gene	hsa-mir-182	"Carcinoma, Endometrial"	24021963	"miR-182 acts as an oncogenic miRNA in EC, promoting cell proliferation by targeting the tumor suppressor gene TCEAL7 and modulating the activity of its downstream effectors c-Myc, cyclin D1 and NF¦ÊB."
target gene	hsa-mir-127	Osteoarthritis	24022470	MicroRNA-127-5p is an important regulator of MMP-13 in human chondrocytes and may contribute to the development of OA.
target gene	hsa-mir-146a	Atherosclerosis	24022569	"miR-146a interacted with the 3' untranslated region of the TRAF6 gene, reducing its expression."
target gene	hsa-mir-206	Vascular Hypertrophy	24023888	we show that inhibition of the established pro-myogenic regulator miR-206 can promote hypertrophy and increased protein synthesis in post-mitotic cells of the myogenic lineage.
target gene	hsa-mir-195	"Squamous Cell Carcinoma, Esophageal"	24025765	miR-195 may act as a tumor suppressor in ESCC by targeting Cdc42.
target gene	hsa-mir-100	Kaposi Sarcoma	24027049	"The predicted target genes for differentially expressed miRNAs included genes which are involved in a variety of cellular processes such as angiogenesis (i.e. THBS1) and apoptosis (i.e. CASP3, MCL1), suggesting a role for these miRNAs in Kaposi's sarcoma pathogenesis."
target gene	hsa-mir-199b	Kaposi Sarcoma	24027049	"The predicted target genes for differentially expressed miRNAs included genes which are involved in a variety of cellular processes such as angiogenesis (i.e. THBS1) and apoptosis (i.e. CASP3, MCL1), suggesting a role for these miRNAs in Kaposi's sarcoma pathogenesis."
target gene	hsa-mir-200	Kaposi Sarcoma	24027049	"The predicted target genes for differentially expressed miRNAs included genes which are involved in a variety of cellular processes such as angiogenesis (i.e. THBS1) and apoptosis (i.e. CASP3, MCL1), suggesting a role for these miRNAs in Kaposi's sarcoma pathogenesis."
target gene	hsa-mir-335	Kaposi Sarcoma	24027049	"The predicted target genes for differentially expressed miRNAs included genes which are involved in a variety of cellular processes such as angiogenesis (i.e. THBS1) and apoptosis (i.e. CASP3, MCL1), suggesting a role for these miRNAs in Kaposi's sarcoma pathogenesis."
target gene	hsa-mir-99a	Kaposi Sarcoma	24027049	"The predicted target genes for differentially expressed miRNAs included genes which are involved in a variety of cellular processes such as angiogenesis (i.e. THBS1) and apoptosis (i.e. CASP3, MCL1), suggesting a role for these miRNAs in Kaposi's sarcoma pathogenesis."
target gene	hsa-mir-100	"Leukemia, Lymphoblastic, Acute"	24030073	MiR-100 and miR-99a have critical roles in altering cellular processes by targeting both the FKBP51 and IGF1R/mTOR signalling pathways in vitro and might represent a potential novel strategy for ALL treatment.
target gene	hsa-mir-99a	"Leukemia, Lymphoblastic, Acute"	24030073	MiR-100 and miR-99a have critical roles in altering cellular processes by targeting both the FKBP51 and IGF1R/mTOR signalling pathways in vitro and might represent a potential novel strategy for ALL treatment.
target gene	hsa-mir-122	Liver Cirrhosis	24033414	"Samples at recurrence of HCV and after antiviral therapy revealed distinct HCV-related miR expression profiles, with significant dysregulation of those miRNAs potentially targeting mRNAs of HCV receptors. In particular, miR-194 and miR-21 might be involved in the regulation of HCV receptor proteins'expression during HCV infection and antiviral therapy."
target gene	hsa-mir-125b	Liver Cirrhosis	24033414	"Samples at recurrence of HCV and after antiviral therapy revealed distinct HCV-related miR expression profiles, with significant dysregulation of those miRNAs potentially targeting mRNAs of HCV receptors. In particular, miR-194 and miR-21 might be involved in the regulation of HCV receptor proteins'expression during HCV infection and antiviral therapy."
target gene	hsa-mir-181a-2	Liver Cirrhosis	24033414	"Samples at recurrence of HCV and after antiviral therapy revealed distinct HCV-related miR expression profiles, with significant dysregulation of those miRNAs potentially targeting mRNAs of HCV receptors. In particular, miR-194 and miR-21 might be involved in the regulation of HCV receptor proteins'expression during HCV infection and antiviral therapy."
target gene	hsa-mir-194	Liver Cirrhosis	24033414	"Samples at recurrence of HCV and after antiviral therapy revealed distinct HCV-related miR expression profiles, with significant dysregulation of those miRNAs potentially targeting mRNAs of HCV receptors. In particular, miR-194 and miR-21 might be involved in the regulation of HCV receptor proteins'expression during HCV infection and antiviral therapy."
target gene	hsa-mir-195	Liver Cirrhosis	24033414	"Samples at recurrence of HCV and after antiviral therapy revealed distinct HCV-related miR expression profiles, with significant dysregulation of those miRNAs potentially targeting mRNAs of HCV receptors. In particular, miR-194 and miR-21 might be involved in the regulation of HCV receptor proteins'expression during HCV infection and antiviral therapy."
target gene	hsa-mir-21	Liver Cirrhosis	24033414	"Samples at recurrence of HCV and after antiviral therapy revealed distinct HCV-related miR expression profiles, with significant dysregulation of those miRNAs potentially targeting mRNAs of HCV receptors. In particular, miR-194 and miR-21 might be involved in the regulation of HCV receptor proteins'expression during HCV infection and antiviral therapy."
target gene	hsa-mir-217	Liver Cirrhosis	24033414	"Samples at recurrence of HCV and after antiviral therapy revealed distinct HCV-related miR expression profiles, with significant dysregulation of those miRNAs potentially targeting mRNAs of HCV receptors. In particular, miR-194 and miR-21 might be involved in the regulation of HCV receptor proteins'expression during HCV infection and antiviral therapy."
target gene	hsa-mir-221	Liver Cirrhosis	24033414	"Samples at recurrence of HCV and after antiviral therapy revealed distinct HCV-related miR expression profiles, with significant dysregulation of those miRNAs potentially targeting mRNAs of HCV receptors. In particular, miR-194 and miR-21 might be involved in the regulation of HCV receptor proteins'expression during HCV infection and antiviral therapy."
target gene	hsa-mir-224	Liver Cirrhosis	24033414	"Samples at recurrence of HCV and after antiviral therapy revealed distinct HCV-related miR expression profiles, with significant dysregulation of those miRNAs potentially targeting mRNAs of HCV receptors. In particular, miR-194 and miR-21 might be involved in the regulation of HCV receptor proteins'expression during HCV infection and antiviral therapy."
target gene	hsa-mir-23a	Liver Cirrhosis	24033414	"Samples at recurrence of HCV and after antiviral therapy revealed distinct HCV-related miR expression profiles, with significant dysregulation of those miRNAs potentially targeting mRNAs of HCV receptors. In particular, miR-194 and miR-21 might be involved in the regulation of HCV receptor proteins'expression during HCV infection and antiviral therapy."
target gene	hsa-mir-34a	Liver Cirrhosis	24033414	"Samples at recurrence of HCV and after antiviral therapy revealed distinct HCV-related miR expression profiles, with significant dysregulation of those miRNAs potentially targeting mRNAs of HCV receptors. In particular, miR-194 and miR-21 might be involved in the regulation of HCV receptor proteins'expression during HCV infection and antiviral therapy."
target gene	hsa-mir-96	Liver Cirrhosis	24033414	"Samples at recurrence of HCV and after antiviral therapy revealed distinct HCV-related miR expression profiles, with significant dysregulation of those miRNAs potentially targeting mRNAs of HCV receptors. In particular, miR-194 and miR-21 might be involved in the regulation of HCV receptor proteins'expression during HCV infection and antiviral therapy."
target gene	hsa-mir-99a	Liver Cirrhosis	24033414	"Samples at recurrence of HCV and after antiviral therapy revealed distinct HCV-related miR expression profiles, with significant dysregulation of those miRNAs potentially targeting mRNAs of HCV receptors. In particular, miR-194 and miR-21 might be involved in the regulation of HCV receptor proteins'expression during HCV infection and antiviral therapy."
target gene	hsa-mir-214	"Carcinoma, Ovarian"	24033540	Nucleoside analog inhibits microRNA-214 through targeting heat-shock factor 1 in human epithelial ovarian cancer.
target gene	hsa-mir-143	"Carcinoma, Renal Cell"	24033605	"Thus, our data showed that loss of the tumor-suppressive miR-143/145 cluster enhanced RCC cell proliferation and invasion through targeting HK2."
target gene	hsa-mir-145	"Carcinoma, Renal Cell"	24033605	"Thus, our data showed that loss of the tumor-suppressive miR-143/145 cluster enhanced RCC cell proliferation and invasion through targeting HK2."
target gene	hsa-mir-93	Lung Neoplasms	24037530	miR-93-directed downregulation of DAB2 defines a novel oncogenic pathway in lung cancer.
target gene	hsa-mir-21	Prostate Neoplasms	24037531	Androgen receptor and microRNA-21 axis downregulates transforming growth factor beta receptor II (TGFBR2) expression in prostate cancer.
target gene	hsa-mir-211	Melanoma	24039954	New target genes of MITF-induced microRNA-211 contribute to melanoma cell invasion.
target gene	hsa-mir-140	"Carcinoma, Lung, Non-Small-Cell"	24039995	miR-140 suppresses tumor growth and metastasis of non-small cell lung cancer by targeting insulin-like growth factor 1 receptor.
target gene	hsa-mir-130b	Pancreatic Neoplasms	24040078	MiR-130b is a prognostic marker and inhibits cell proliferation and invasion in pancreatic cancer through targeting STAT3.
target gene	hsa-mir-203	Lung Neoplasms	24040137	miR-203 inhibits cell proliferation and migration of lung cancer cells by targeting PKC¦Á.
target gene	hsa-mir-206	Bronchopulmonary Dysplasia	24040336	"The expression of miR-206 and its target gene, fn 1, may contribute to the progression of BPD."
target gene	hsa-mir-106a	"Carcinoma, Ovarian, Serous"	24045973	miR-106a represses the Rb tumor suppressor p130 to regulate cellular proliferation and differentiation in high-grade serous ovarian carcinoma.
target gene	hsa-mir-125b	Glioma	24046143	We conclude that miR-125b regulates glioma growth partly through Connexin43 protein.
target gene	hsa-mir-26a	Ischemic Diseases [unspecific]	24047927	"These findings establish miR-26a as a regulator of bone morphogenic protein/SMAD1-mediated EC angiogenic responses, and that manipulating miR-26a expression could provide a new target for rapid angiogenic therapy in ischemic disease states."
target gene	hsa-mir-34a	Breast Neoplasms	24050776	"Taken together, these results suggest that miR-34a inhibits breast cancer proliferation by targeting LMTK3 and might be used as an anti-ER¦Á agent in breast cancer therapy."
target gene	hsa-mir-29c	Gastric Neoplasms	24054006	"There are special miRNA expression profile in gastric cancer. The expression of miR-29c is closely related to biological behavior of human gastric cancer. miR-29c is involved in targeted regulation of Mcl-1, and may be one of mechanisms of the carcinogenesis of gastric cancer."
target gene	hsa-mir-126	Gastric Neoplasms	24055140	CRKL promotes cell proliferation in gastric cancer and is negatively regulated by miR-126.
target gene	hsa-mir-221	Parkinson Disease	24055409	Trasferrin receptor 2 gene regulation by microRNA 221 in SH-SY5Y cells treated with MPP as Parkinson's disease cellular model.
target gene	hsa-mir-26a	Neoplasms [unspecific]	24056962	miR-26a enhances miRNA biogenesis by targeting Lin28B and Zcchc11 to suppress tumor growth and metastasis.
target gene	hsa-mir-142	"Leukemia, Lymphoblastic, Acute"	24057258	MicroRNA-142-3p inhibits cell proliferation in human acute lymphoblastic leukemia by targeting the MLL-AF4 oncogene.
target gene	hsa-mir-155	Liver Cirrhosis	24058572	"The strong association between certain miRNAs, notably miR-155, and lower hepatic CYP3A activity suggest that altered miRNA expression may regulate hepatic CYP3A activity."
target gene	hsa-mir-27a	Pancreatic Neoplasms	24060073	PSMA1 is the direct target gene of miR-27a in pancreatic cancer.
target gene	hsa-mir-486	Sezary Disease	24062018	"we demonstrate that PTEN level can be also reduced by a group of miRs previously found upregulated and of prognostic relevance in SS; particularly, miR-21, miR-106b, and miR-486 were able to control PTEN abundance either in vitro or in vivo"
target gene	hsa-mir-199	Immune System Disease [unspecific]	24062059	"We demonstrated for the first time that CD14 knockdown significantly changed the expression of 199a-3p, miR-199a-5p, and miR-21-5p in RAW264.7 cells, and significantly enriched GO terms in the predicted target genes of these miRNAs were apoptosis process, immune response, inflammatory response, innate immune response, anti-apoptosis, cytokine production, and cytokine-mediated signaling pathway."
target gene	hsa-mir-590	Kidney Neoplasms	24063284	Enhancement of proliferation and invasion by MicroRNA-590-5p via targeting PBRM1 in clear cell renal carcinoma cells.
target gene	hsa-mir-200b	"Squamous Cell Carcinoma, Esophageal"	24064224	miR-200b suppresses invasiveness and modulates the cytoskeletal and adhesive machinery in esophageal squamous cell carcinoma cells via targeting Kindlin-2.
target gene	hsa-mir-122	Hepatitis C Virus Infection	24068553	"MiR-122 is a liver-specific miRNA with an important role in the life cycle of hepatitis C virus (HCV). It is the target of miravirsen (SPC3649), an antimiR drug candidate currently in clinical testing for treatment of HCV infections."
target gene	hsa-mir-124a	Glioblastoma	24068568	The result indicates that miR-124a expression may also be modulated through the upstream targeting of REST. Preclinical studies involving inhibitors of REST and treatment with demethylating agents with the intent to increase miR-124a levels could be interesting.
target gene	hsa-mir-17	Non-Syndromic Orofacial Clefts	24068957	our data indicate that miR-17-92 modulates expression of critical T-box transcriptional regulators during midface development and is itself a target of Bmp-signaling and the craniofacial pioneer factor AP-2¦Á. Our data are the first genetic evidence that an individual miR or miR cluster is functionally important in mammalian CL/P.
target gene	hsa-mir-18	Non-Syndromic Orofacial Clefts	24068957	our data indicate that miR-17-92 modulates expression of critical T-box transcriptional regulators during midface development and is itself a target of Bmp-signaling and the craniofacial pioneer factor AP-2¦Á. Our data are the first genetic evidence that an individual miR or miR cluster is functionally important in mammalian CL/P.
target gene	hsa-mir-19a	Non-Syndromic Orofacial Clefts	24068957	our data indicate that miR-17-92 modulates expression of critical T-box transcriptional regulators during midface development and is itself a target of Bmp-signaling and the craniofacial pioneer factor AP-2¦Á. Our data are the first genetic evidence that an individual miR or miR cluster is functionally important in mammalian CL/P.
target gene	hsa-mir-19b-1	Non-Syndromic Orofacial Clefts	24068957	our data indicate that miR-17-92 modulates expression of critical T-box transcriptional regulators during midface development and is itself a target of Bmp-signaling and the craniofacial pioneer factor AP-2¦Á. Our data are the first genetic evidence that an individual miR or miR cluster is functionally important in mammalian CL/P.
target gene	hsa-mir-20a	Non-Syndromic Orofacial Clefts	24068957	our data indicate that miR-17-92 modulates expression of critical T-box transcriptional regulators during midface development and is itself a target of Bmp-signaling and the craniofacial pioneer factor AP-2¦Á. Our data are the first genetic evidence that an individual miR or miR cluster is functionally important in mammalian CL/P.
target gene	hsa-mir-92-1	Non-Syndromic Orofacial Clefts	24068957	our data indicate that miR-17-92 modulates expression of critical T-box transcriptional regulators during midface development and is itself a target of Bmp-signaling and the craniofacial pioneer factor AP-2¦Á. Our data are the first genetic evidence that an individual miR or miR cluster is functionally important in mammalian CL/P.
target gene	hsa-mir-143	"Carcinoma, Lung, Non-Small-Cell"	24070896	"Treatment with miR-143 inhibitor mimics cell proliferation and apoptosis imbalance in NSCLC, while inhibition of PKC¦Å can reverse it. Our findings suggest that targeting PKC¦Å overexpression in NSCLC should be beneficial for lung cancer therapy."
target gene	hsa-mir-185	Squamous Cell Carcinoma	24070899	"Phospho-¦¤Np63¦Á regulates AQP3, ALOX12B, CASP14 and CLDN1 expression through transcription and microRNA modulation."
target gene	hsa-mir-181b	Pancreatic Neoplasms	24075517	"The present study demonstrated that miR-181b was associated with the resistance of pancreatic cancer cells to gemcitabine, and verified that miR-181b enhances the activity of NF-¦ÊB by inhibiting CYLD, leading to the resistance to gemcitabine. Our results suggest that miR-181b is a potential target for decreasing gemcitabine resistance."
target gene	hsa-mir-25	Gastric Neoplasms	24078004	MiR-25 promotes gastric cancer cells growth and motility by targeting RECK.
target gene	hsa-mir-34	"Carcinoma, Gallbladder"	24078448	Both low miR-34a expression and long telomere length are markers for poor prognosis of patients with gallbladder adenocarcinoma. Our study also suggests that the miR-34a gene could be a target for targeting therapy of GBC.
target gene	hsa-mir-148a	Neoplasms [unspecific]	24084367	MicroRNA-148a (miR-148a) which suppresses tumor growth by directly decreasing DNMT1 expression has been demonstrated as an important role for cancer therapy. The mechanisms for miR-148a in cancer will become potential future researches.
target gene	hsa-mir-320a	Osteopetrosis	24084574	"Collectively, the present study established a new system approach for the investigation of microRNAs, and the microRNA-target pairs, particular has-miR-320a and Arf1, may have important roles in osteopetrosis."
target gene	hsa-mir-223	Tuberculosis	24084739	"Our study not only reveals an essential role for a single miRNA in TB, it also identifies new targets for, and assigns biological functions to, miR-223. By regulating leukocyte chemotaxis via chemoattractants, miR-223 is critical for the control of TB and potentially other chronic inflammatory diseases."
target gene	hsa-mir-205	"Carcinoma, Lung, Non-Small-Cell"	24084898	"miR-205 promotes the growth, metastasis and chemoresistance of NSCLC cells by targeting PTEN."
target gene	hsa-mir-720	Breast Neoplasms	24085799	miR-720 inhibits tumor invasion and migration in breast cancer by targeting TWIST1.
target gene	hsa-mir-449b	Influenza	24086750	"These findings demonstrate miRNA induction by influenza A virus infection and elucidate an example of miRNA control of antiviral gene expression in human cells, defining a role for miR-449b in regulation of HDAC1 and antiviral cytokine signaling."
target gene	hsa-mir-1248	Cardiovascular Diseases [unspecific]	24088671	"In humans, miR-1248 was found to regulate the expression of mRNAs involved in inflammatory pathways and miR-181a was found to correlate negatively with the pro-inflammatory cytokines IL-6 and TNF¦Á and to correlate positively with the anti-inflammatory cytokines TGF¦Â and IL-10."
target gene	hsa-mir-1248	Neoplasms [unspecific]	24088671	"In humans, miR-1248 was found to regulate the expression of mRNAs involved in inflammatory pathways and miR-181a was found to correlate negatively with the pro-inflammatory cytokines IL-6 and TNF¦Á and to correlate positively with the anti-inflammatory cytokines TGF¦Â and IL-10."
target gene	hsa-mir-151a	Cardiovascular Diseases [unspecific]	24088671	"In humans, miR-1248 was found to regulate the expression of mRNAs involved in inflammatory pathways and miR-181a was found to correlate negatively with the pro-inflammatory cytokines IL-6 and TNF¦Á and to correlate positively with the anti-inflammatory cytokines TGF¦Â and IL-10."
target gene	hsa-mir-151a	Neoplasms [unspecific]	24088671	"In humans, miR-1248 was found to regulate the expression of mRNAs involved in inflammatory pathways and miR-181a was found to correlate negatively with the pro-inflammatory cytokines IL-6 and TNF¦Á and to correlate positively with the anti-inflammatory cytokines TGF¦Â and IL-10."
target gene	hsa-mir-15a	Hepatitis B Virus Infection	24089558	"we identified a novel HBV mRNA-miR-15a/16-Bcl-2 regulatory pathway that is involved in inhibiting etoposide-induced apoptosis of hepatoma cells, which may contribute to facilitating chronic HBV infection and hepatoma development."
target gene	hsa-mir-16	Hepatitis B Virus Infection	24089558	"we identified a novel HBV mRNA-miR-15a/16-Bcl-2 regulatory pathway that is involved in inhibiting etoposide-induced apoptosis of hepatoma cells, which may contribute to facilitating chronic HBV infection and hepatoma development."
target gene	hsa-mir-29a	"Squamous Cell Carcinoma, Head and Neck"	24091622	Downregulation of miR-29s was a frequent event in HNSCC. The miR-29s acted as tumour suppressors and directly targeted laminin-integrin signalling. Recognition of tumour-suppressive miRNA-mediated cancer pathways provides new insights into the potential mechanisms of HNSCC oncogenesis and metastasis and suggests novel therapeutic strategies for the disease.
target gene	hsa-mir-29b	"Squamous Cell Carcinoma, Head and Neck"	24091622	Downregulation of miR-29s was a frequent event in HNSCC. The miR-29s acted as tumour suppressors and directly targeted laminin-integrin signalling. Recognition of tumour-suppressive miRNA-mediated cancer pathways provides new insights into the potential mechanisms of HNSCC oncogenesis and metastasis and suggests novel therapeutic strategies for the disease.
target gene	hsa-mir-29c	"Squamous Cell Carcinoma, Head and Neck"	24091622	Downregulation of miR-29s was a frequent event in HNSCC. The miR-29s acted as tumour suppressors and directly targeted laminin-integrin signalling. Recognition of tumour-suppressive miRNA-mediated cancer pathways provides new insights into the potential mechanisms of HNSCC oncogenesis and metastasis and suggests novel therapeutic strategies for the disease.
target gene	hsa-mir-10b	"Adenocarcinoma, Pancreatic Ductal"	24096486	microRNA-10b enhances pancreatic cancer cell invasion by suppressing TIP30 expression and promoting EGF and TGF-¦Â actions.
target gene	hsa-mir-205	Breast Neoplasms	24098490	Regulation of HMGB3 by miR-205 reduced both proliferation and invasion of breast cancer cells. Our findings suggest that modulating miR-205 and/or targeting HMGB3 are potential therapies for advanced breast cancer.
target gene	hsa-mir-21	"Carcinoma, Hepatocellular"	24098708	"our results demonstrate that miR-21-3p functions as a tumor suppressor by directly targeting both MAT2A and MAT2B, indicating its therapeutic potential in HCC."
target gene	hsa-mir-26a	Prostate Neoplasms	24098737	"We here report that a combination of four microRNAs (miR-19b, miR-23b, miR-26a and miR-92a) promotes prostate cell proliferation by regulating PTEN and its downstream signals in vitro."
target gene	hsa-mir-31	"Carcinoma, Lung, Non-Small-Cell"	24099915	The data demonstrate that miR-31 exerts an anti-apoptotic effect most likely through the inhibition of ABCB9 and thus provide a novel strategy involving the use of miR-31 as a potential target in NSCLC chemotherapy.
target gene	hsa-mir-29a	Prostate Neoplasms	24100420	"the tumor suppressor microRNA, miR-29a, is one of the regulators of TRAF4 expression in metastatic prostate cancer."
target gene	hsa-mir-23a	"Carcinoma, Hepatocellular"	24103454	Our study sheds light on the role of miR-23a as a potential target in regulating chemosensitivity of HCC cells.
